dataset,method,variant,seed,fit_time_sec,n_iter,converged,rmse,fit_error
michaelis_menten,gauss_newton,zzu,8,0.0008618330000000896,12.0,True,0.21170145188070055,
michaelis_menten,gauss_newton,pure,9,0.00046054100000070264,13.0,True,0.3371368393183408,
michaelis_menten,gauss_newton,zzu,9,0.0008771670000005116,13.0,True,0.3367066469811701,
michaelis_menten,bfgs,pure,0,0.0009646669999998636,14.0,True,0.32742111979674243,
michaelis_menten,bfgs,zzu,0,0.0014284169999996266,14.0,True,0.32808809043092946,
michaelis_menten,bfgs,pure,1,0.0009602079999995183,14.0,True,0.2505293721842707,
michaelis_menten,bfgs,zzu,1,0.0014324999999999477,14.0,True,0.25055253370727926,
michaelis_menten,bfgs,pure,2,0.0011907500000001292,17.0,True,0.30067357609814976,
michaelis_menten,bfgs,zzu,2,0.001602583999999574,17.0,True,0.30032148451491186,
michaelis_menten,bfgs,pure,3,0.001024583000000412,15.0,True,0.28113488112512963,
michaelis_menten,bfgs,zzu,3,0.0014882500000004129,15.0,True,0.28102350346445915,
michaelis_menten,bfgs,pure,4,0.0009098329999996935,13.0,True,0.27301764335577233,
michaelis_menten,bfgs,zzu,4,0.0014440000000002229,13.0,True,0.2729527877736674,
michaelis_menten,bfgs,pure,5,0.0011999999999998678,18.0,True,0.3360830408791078,
michaelis_menten,bfgs,zzu,5,0.001688792000000383,18.0,True,0.3367920279351921,
michaelis_menten,bfgs,pure,6,0.0009528750000002972,14.0,True,0.40212310388546557,
michaelis_menten,bfgs,zzu,6,0.0014194579999999846,14.0,True,0.4020499385013699,
michaelis_menten,bfgs,pure,7,0.001131500000000507,17.0,True,0.2474047431226212,
michaelis_menten,bfgs,zzu,7,0.0016193339999999168,17.0,True,0.24744106200639637,
michaelis_menten,bfgs,pure,8,0.0010694159999999897,16.0,True,0.21178670349020268,
michaelis_menten,bfgs,zzu,8,0.0015357080000004686,16.0,True,0.21170145163180978,
michaelis_menten,bfgs,pure,9,0.0009540000000001214,14.0,True,0.33713683920925047,
michaelis_menten,bfgs,zzu,9,0.0014281250000003354,14.0,True,0.33670664698031466,
logistic_growth,gradient_descent,pure,0,0.2794377500000005,5000.0,False,5.185082533489512,
logistic_growth,gradient_descent,zzu,0,0.29030812499999925,5000.0,False,4.542029755312412,
logistic_growth,gradient_descent,pure,1,0.2756501250000003,5000.0,False,5.110985851140766,
logistic_growth,gradient_descent,zzu,1,0.27906241600000037,5000.0,False,4.951768284439527,
logistic_growth,gradient_descent,pure,2,0.2800669580000008,5000.0,False,4.540291509408408,
logistic_growth,gradient_descent,zzu,2,0.28754691600000015,5000.0,False,4.02798115256704,
logistic_growth,gradient_descent,pure,3,0.28829308299999923,5000.0,False,5.140315413262955,
logistic_growth,gradient_descent,zzu,3,0.2919677500000013,5000.0,False,5.000195995306603,
logistic_growth,gradient_descent,pure,4,0.28473099999999896,5000.0,False,4.240467996871572,
logistic_growth,gradient_descent,zzu,4,0.28441304199999884,5000.0,False,3.9660207355766595,
logistic_growth,gradient_descent,pure,5,0.27950408299999907,5000.0,False,4.829365369789662,
logistic_growth,gradient_descent,zzu,5,0.2884210419999995,5000.0,False,4.352659927553966,
logistic_growth,gradient_descent,pure,6,0.276335542,5000.0,False,4.59750180209481,
logistic_growth,gradient_descent,zzu,6,0.28394712500000097,5000.0,False,4.3247070198236575,
logistic_growth,gradient_descent,pure,7,0.27709804200000043,5000.0,False,4.967019516252367,
logistic_growth,gradient_descent,zzu,7,0.29213550000000055,5000.0,False,4.849987903968733,
logistic_growth,gradient_descent,pure,8,0.279226207999999,5000.0,False,3.8720826936156323,
logistic_growth,gradient_descent,zzu,8,0.2902337080000006,5000.0,False,3.9122786418516142,
logistic_growth,gradient_descent,pure,9,0.27766212500000087,5000.0,False,4.813523094395001,
logistic_growth,gradient_descent,zzu,9,0.2821567089999988,5000.0,False,4.980225135940377,
logistic_growth,gauss_newton,pure,0,0.0005372920000006332,7.0,True,2.6118519615103084,
logistic_growth,gauss_newton,zzu,0,0.013761540999999156,7.0,True,2.5933752282668685,
logistic_growth,gauss_newton,pure,1,0.0004305829999999844,6.0,True,3.390416311186711,
logistic_growth,gauss_newton,zzu,1,0.007165000000000532,6.0,True,3.388407036191402,
logistic_growth,gauss_newton,pure,2,0.0005090000000009809,7.0,True,3.0822877579248114,
logistic_growth,gauss_newton,zzu,2,0.007294708999999955,7.0,True,3.066931160004545,
logistic_growth,gauss_newton,pure,3,0.0005128750000000792,7.0,True,2.844190413651814,
logistic_growth,gauss_newton,zzu,3,0.00726529199999959,7.0,True,2.8369055803345624,
logistic_growth,gauss_newton,pure,4,0.0004977920000008851,7.0,True,3.2440322552087055,
logistic_growth,gauss_newton,zzu,4,0.007248332999999718,7.0,True,3.2308886441902054,
logistic_growth,gauss_newton,pure,5,0.0004954579999996156,7.0,True,3.1802840993494152,
logistic_growth,gauss_newton,zzu,5,0.013620291999998813,7.0,True,3.1906023594384663,
logistic_growth,gauss_newton,pure,6,0.0004626660000006666,6.0,True,2.693689981684123,
logistic_growth,gauss_newton,zzu,6,0.007143958000000339,6.0,True,2.7205737896521387,
logistic_growth,gauss_newton,pure,7,0.0005130839999996084,7.0,True,2.708461014710474,
logistic_growth,gauss_newton,zzu,7,0.007224750000000668,7.0,True,2.733284478778452,
logistic_growth,gauss_newton,pure,8,0.00043666699999889147,6.0,True,3.1451790556433306,
logistic_growth,gauss_newton,zzu,8,0.01361666700000086,6.0,True,3.1447111972038253,
logistic_growth,gauss_newton,pure,9,0.0004329170000012539,6.0,True,3.7718890879164166,
logistic_growth,gauss_newton,zzu,9,0.007145875000000856,6.0,True,3.748719345756648,
logistic_growth,bfgs,pure,0,0.00188420899999997,13.0,True,2.611851966137042,
logistic_growth,bfgs,zzu,0,0.015091542000000402,13.0,True,2.593375231915891,
logistic_growth,bfgs,pure,1,0.0017349160000001973,12.0,True,3.390416309439987,
