dataset,method,family,seed,converged,n_iter,error,n_valid,rmse,mae,mse,r2,zzu_best_transform
exponential_multiplicative,BFGS,nonlinear,8,True,11.0,,24,8.237912341513649,4.305586637856169,67.86319974646288,0.8158786816541116,
exponential_multiplicative,ZZU,zzu_hybrid,8,True,9.0,,24,8.248007841198381,4.297224215117382,68.02963334847,0.8154271265501216,log_smear
exponential_multiplicative,identity,linearized_ols,9,,,,24,10.693527492626881,6.19914011552665,114.35153023556695,0.7061853733863612,
exponential_multiplicative,log_no_smear,linearized_ols,9,,,,24,7.964067264480304,4.017393422864889,63.42636739316679,0.8370323998752531,
exponential_multiplicative,log_smear,linearized_ols,9,,,,24,7.57759217012319,4.036535177911131,57.41990309671228,0.8524653989868123,
exponential_multiplicative,reciprocal_no_smear,linearized_ols,9,,,,24,45.01649494942027,25.019572419184637,2026.4848175311806,-4.206846631388059,
exponential_multiplicative,reciprocal_smear,linearized_ols,9,,,,24,27.22610447104923,16.143073505833566,741.2607646684868,-0.9045941435654801,
exponential_multiplicative,power_0.5_smear,linearized_ols,9,,,,24,9.637223723296922,4.62935078428303,92.87608109287697,0.7613643557595862,
exponential_multiplicative,power_2_smear,linearized_ols,9,,,,24,16.345869546198198,14.280795135969045,267.1874512213297,0.3134890188638011,
exponential_multiplicative,boxcox_no_smear,linearized_ols,9,,,,24,7.964067264480304,4.017393422864889,63.42636739316679,0.8370323998752531,
exponential_multiplicative,boxcox_smear,linearized_ols,9,,,,24,7.57759217012319,4.036535177911131,57.41990309671228,0.8524653989868123,
exponential_multiplicative,yeojohnson_no_smear,linearized_ols,9,,,,24,7.829723546692904,4.082179565199525,61.304570817637305,0.8424841403749653,
exponential_multiplicative,yeojohnson_smear,linearized_ols,9,,,,24,7.386921285593904,4.121411322202562,54.566606079560295,0.8597966554727143,
exponential_multiplicative,GD,nonlinear,9,False,5000.0,,24,7.608732610644217,3.951592276349667,57.89281194028076,0.8512503078113018,
exponential_multiplicative,GN,nonlinear,9,True,24.0,,24,7.609790597604131,3.9223899155615647,57.90891293938424,0.8512089379316863,
exponential_multiplicative,BFGS,nonlinear,9,True,15.0,,24,7.609790597485373,3.92238991687251,57.90891293757678,0.8512089379363303,
exponential_multiplicative,ZZU,zzu_hybrid,9,True,10.0,,24,7.633649689971138,3.9512641496011476,58.27260758919645,0.8502744615192079,log_smear
exponential_additive,identity,linearized_ols,0,,,,24,9.422685031361091,6.717528613552131,88.78699320023635,0.7791924798256733,
exponential_additive,log_no_smear,linearized_ols,0,,,,24,46.00665243316667,26.870313049759478,2116.6120681062007,-4.263877569043966,
exponential_additive,log_smear,linearized_ols,0,,,,24,1076.8191299823852,640.9647340966532,1159539.4386960212,-2882.6997264382812,
exponential_additive,reciprocal_no_smear,linearized_ols,0,,,,24,31.594055118344844,24.414804207139003,998.184318821012,-1.4824199600801484,
exponential_additive,reciprocal_smear,linearized_ols,0,,,,24,31.59402656708757,24.41477124618341,998.1825147218352,-1.4824154734019648,
exponential_additive,power_0.5_smear,linearized_ols,0,,,,24,7.372155897713787,5.508212291872572,54.34868258019617,0.8648383350677226,
exponential_additive,power_2_smear,linearized_ols,0,,,,24,13.628989184306036,11.794420533197078,185.7493461859309,0.5380533676501533,
exponential_additive,boxcox_no_smear,linearized_ols,0,,,,24,7.465065339681491,5.769634564528036,55.72720052571393,0.8614100499316428,
exponential_additive,boxcox_smear,linearized_ols,0,,,,24,6.460715953876217,4.9214288928728145,41.74085063667067,0.8961931991742944,
exponential_additive,yeojohnson_no_smear,linearized_ols,0,,,,24,8.150560511925919,6.155528194412111,66.4316366585661,0.8347888083267041,
exponential_additive,yeojohnson_smear,linearized_ols,0,,,,24,7.493624113379455,5.619789077232379,56.154402352622014,0.860347626567437,
exponential_additive,GD,nonlinear,0,False,5000.0,,24,4.2766938885673005,3.5121030849439094,18.290110616508898,0.9545136756705181,
